Date,^GSPC,^GDAXI,^FCHI,^N225,^BVSP,^NSEI
2016-01-31,-0.7632391514479114,-1.0742688177885047,-0.903691809426373,-0.684399382037616,-1.840952945499256,-0.6616379705554135
2016-02-29,-1.1712368085381584,-1.4272831760847484,-1.2490995489575683,-1.3686247035011023,-1.0657339317715857,-1.2598104387400306
2016-03-31,-0.9995201628525184,-0.9955952215776495,-0.8804283765759265,-1.04615793163215,-0.9543048240629064,-1.0492150938937965
2016-04-30,-1.0696485842492196,-1.1232063530014174,-1.0670639429966857,-1.2356372017330015,-1.0393769806216546,-1.0745057241707334
2016-05-31,-1.164383998480894,-1.1971989834472003,-1.175234468829369,-1.144333520753443,-1.1078454018656352,-1.1261787591562988
2016-06-30,-1.1195221141118883,-1.2615938452137472,-1.1795956669528354,-1.2774620886836774,-1.1081415953287053,-1.0308277288492436
2016-07-31,-1.0421244113606376,-1.1503667855433597,-1.0763426999325383,-1.1422192100290214,-0.9951530745380734,-1.0136779436481145
2016-08-31,-1.094114846624521,-0.9340892484204977,-0.9862114798226622,-1.0740225442617126,-1.025889490858499,-1.0839153592657627
2016-09-30,-1.1808238363362105,-1.190129203818062,-1.0650019599229288,-1.1225683831366915,-1.0791954773314676,-1.0727642711163852
2016-10-31,-1.1714504639308445,-1.1089216360940601,-1.036589271149764,-1.08662245849508,-0.9951278972083268,-1.2163235015733926
2016-11-30,-1.1065856186644027,-1.1882271654200427,-1.0829853771641231,-0.9986177144173386,-1.1093452965763881,-1.3855575623989842
2016-12-31,-0.9946649085313172,-0.80805077775567,-0.7745658736048286,-0.766685550125961,-1.1499047787440109,-1.2230639577490507
2017-01-31,-1.0793638115742836,-0.7926374225291156,-0.9027132313562813,-1.0597700771788445,-0.9851529785427532,-1.0392180407762235
2017-02-28,-1.0155362243394233,-0.9108889227643324,-1.1022698954945014,-1.1209984660760945,-1.0115655111253912,-0.9451356466439982
2017-03-31,-1.0399277526314978,-0.6442248813332168,-0.7611801001247354,-1.0566219131309662,-1.1251696540515568,-1.0075739669739623
2017-04-30,-1.1456850264730825,-0.5461547713096297,-0.7031079152376151,-1.3808594427203704,-1.1014923294888614,-1.0293162571213803
2017-05-31,-1.0322601024536437,0.13042478601464855,-0.17489670524271592,-0.7756986817231778,-1.0695085472238177,-0.9714991366380842
2017-06-30,-1.0105267876430173,0.253437687735059,-1.0601993865453094,-0.9200344080068746,-1.170017463865707,-0.9789262866727669
2017-07-31,-1.048821594305085,-0.38663433540738973,-1.3434526105107267,-1.0645806899282413,-1.025415131427587,-0.8749134198744878
2017-08-31,-1.099191630311672,-0.8643634021506742,-1.1927561311309764,-1.2897526567567879,-0.972428050607166,-1.0201234503935401
2017-09-30,-0.9838039010670848,-0.18235367566632152,-0.6934547027671124,-0.9725211273836198,-0.921260784498873,-0.9773549709105318
2017-10-31,-0.8554170856808215,0.8727334274350382,-0.043946474428055285,-0.32582245438806795,-1.0167913188310325,-0.8356004879458108
2017-11-30,-0.888041385799673,0.8945127833595413,-0.00880479828472278,0.7629443955497761,-1.178943020721812,-0.694159026529775
2017-12-31,-0.649439617847829,0.6604703290749793,-0.22747392530315083,0.9467411058985887,-1.0673590041554655,-0.8903916780191681
2018-01-31,0.007491916468991192,0.9956514031811622,0.7195093014370991,1.6102114052834124,-0.8386557344968517,0.0952921677020408
2018-02-28,-0.9093756654194539,-0.1545343591264043,-0.9952957127700598,0.07094877755648923,-0.9037004125508683,-0.6718835178231596
2018-03-31,-0.7363563904664108,-0.8631571846649561,-1.160495521220151,-0.599173146350559,-1.031103075900833,-1.4414125422972044
2018-04-30,-1.1448067779427051,-0.29941624788736304,-0.2530454225502096,0.023166894349527622,-1.0661246770853388,-0.5075698581780836
2018-05-31,-0.5883730593487981,0.6474456125941856,1.0908342596766867,1.0620164087893202,-1.2002695423905867,-0.20215710514062152
2018-06-30,-0.28969051241322585,0.13779324285311165,0.051637989318558834,0.7024756017229941,-1.509998898197322,0.002455937426744907
