Date,^GSPC,^GDAXI,^FCHI,^N225,^BVSP,^NSEI
2016-01-31,-0.7172211581647647,-0.9966420119083893,-0.8727867120408693,-0.6357750894161485,-1.818364830850522,-0.6162839449582683
2016-02-29,-1.010988922979546,-1.191972599281055,-1.1397719263518802,-1.1986372357588873,-1.0042754742505382,-1.0926167421080442
2016-03-31,-0.863611993067222,-0.8295997042871546,-0.7974136375486807,-0.8924028656299294,-0.8991848251239293,-0.8975333930836153
2016-04-30,-0.9245108007268303,-0.9380484619034573,-0.9753529530996626,-1.0620571018133953,-0.9795245117557538,-0.9215197883935262
2016-05-31,-1.0062139971565038,-1.0007841262172354,-1.0675767041817459,-0.9788212659117946,-1.044170723009975,-0.9659330634734471
2016-06-30,-0.9676481721112558,-1.0545699496746759,-1.0689368820485077,-1.095461037361806,-1.044434683825784,-0.8833835831702098
2016-07-31,-0.9014450194981602,-0.9607430936473372,-0.975442073428112,-0.9759176705720493,-0.9378129144982832,-0.8700620919364864
2016-08-31,-0.9467634155902412,-0.780414522018861,-0.8959794452815434,-0.9193444654105114,-0.9668946025598666,-0.9315361915943591
2016-09-30,-1.0215170201731116,-0.999024788226855,-0.9698472318827251,-0.9630552633995354,-1.0172692761816742,-0.9213929928041422
2016-10-31,-1.0131994479264517,-0.930540081979697,-0.9421797090190589,-0.9311295682153297,-0.9379326843025872,-1.046133468381674
2016-11-30,-0.9573828551221253,-0.9985371552465233,-0.9850303996973527,-0.8560061660736872,-1.0458670364240725,-1.1900948001415705
2016-12-31,-0.8616943260136387,-0.67854244977494,-0.7050004482151491,-0.6569596893198802,-1.084126310573527,-1.0473576028877292
2017-01-31,-0.9357185022928975,-0.6738069222469256,-0.8319841275707766,-0.9255984456990427,-0.9285333251038406,-0.8900738112439364
2017-02-28,-0.88160681351075,-0.7898420308439474,-1.0097192325663755,-0.9701328336447055,-0.953587481756127,-0.8111263975332531
2017-03-31,-0.9040720334280555,-0.56384384718702,-0.6953925483702195,-0.9122906347334915,-1.0609771249337903,-0.8674063822678244
2017-04-30,-0.9962299596521801,-0.497039168234706,-0.6542616670061242,-1.2004921397426418,-1.0385531173756695,-0.8863414639018969
2017-05-31,-0.8985518371290476,0.12690434618709986,-0.17530546428709978,-0.6617069954202701,-1.0083299155809429,-0.8368554514804514
2017-06-30,-0.881491796209046,0.25918294141752657,-1.1286670746231071,-0.8053572084562475,-1.1032629278200654,-0.8458592895513828
2017-07-31,-0.9166370897354505,-0.386428511563173,-1.2747722713944556,-0.9340926021920316,-0.9666155445640312,-0.7567748804590835
2017-08-31,-0.961434641073904,-0.8503677004619216,-1.1027883763917168,-1.132213915647895,-0.9166657154724851,-0.8909687008308826
2017-09-30,-0.8623230301424006,-0.16764738889626293,-0.6432620655533232,-0.8400755373794524,-0.8684982573213756,-0.852660830744374
